0.020000,0.000000,,
0.020000,0.000000,,
0.040000,0.125333,,
0.080000,0.368125,,
0.100000,0.481754,,
0.100000,0.481754,,
0.140000,0.684547,,
0.160000,0.770513,,
0.180000,0.844328,,
0.200000,0.904827,,
0.220000,0.951057,,
0.240000,0.982287,,
0.260000,0.998027,,
0.260000,0.998027,,
0.280000,0.998027,,
0.320000,0.951057,,
0.320000,0.951057,,
0.340000,0.904827,,
0.360000,0.844328,,
0.400000,0.684547,,
0.420000,0.587785,,
0.440000,0.481754,,
0.460000,0.368125,,
0.460000,0.368125,,
0.480000,0.248690,,
0.500000,0.125333,,
0.520000,-0.000000,,
0.560000,-0.248690,,
0.560000,-0.248690,,
0.600000,-0.481754,,
0.620000,-0.587785,,
0.640000,-0.684547,,
0.660000,-0.770513,,
0.660000,-0.770513,,
0.700000,-0.904827,,
0.720000,-0.951057,,
0.720000,-0.951057,,
0.760000,-0.998027,,
0.760000,-0.998027,,
0.800000,-0.982287,,
0.800000,-0.982287,,
0.840000,-0.904827,,
0.840000,-0.904827,,
0.860000,-0.844328,,
0.880000,-0.770513,,
0.920000,-0.587785,,
0.940000,-0.481754,,
0.940000,-0.481754,,
0.960000,-0.368125,,
0.980000,-0.248690,,
1.000000,-0.125333,,
1.020000,0.000000,,
1.060000,0.248690,,
1.080000,0.368125,,
1.100000,0.481754,,
1.100000,0.481754,,
1.120000,0.587785,,
1.140000,0.684547,,
1.180000,0.844328,,
1.180000,0.844328,,
1.200000,0.904827,,
1.240000,0.982287,,
1.260000,0.998027,,
1.280000,0.998027,,
1.300000,0.982287,,
1.300000,0.982287,,
1.320000,0.951057,,
1.360000,0.844328,,
1.380000,0.770513,,
1.400000,0.684547,,
1.420000,0.587785,,
1.440000,0.481754,,
1.440000,0.481754,,
1.480000,0.248690,,
1.480000,0.248690,,
1.500000,0.125333,,
1.540000,-0.125333,,
1.560000,-0.248690,,
1.560000,-0.248690,,
1.580000,-0.368125,,
1.620000,-0.587785,,
1.620000,-0.587785,,
1.660000,-0.770513,,
1.660000,-0.770513,,
1.680000,-0.844328,,
1.700000,-0.904827,,
1.740000,-0.982287,,
1.760000,-0.998027,,
1.780000,-0.998027,,
1.780000,-0.998027,,
1.820000,-0.951057,,
1.840000,-0.904827,,
1.860000,-0.844328,,
1.880000,-0.770513,,
1.880000,-0.770513,,
1.900000,-0.684547,,
1.940000,-0.481754,,
1.940000,-0.481754,,
1.960000,-0.368125,,
1.980000,-0.248690,,
2.020000,0.000000,,
2.040000,0.125333,,
2.040000,0.125333,,
2.060000,0.248690,,
2.100000,0.481754,,
2.100000,0.481754,,
2.140000,0.684547,,
2.140000,0.684547,,
2.180000,0.844328,,
2.200000,0.904827,,
2.220000,0.951057,,
2.240000,0.982287,,
2.240000,0.982287,,
2.280000,0.998027,,
2.300000,0.982287,,
2.320000,0.951057,,
2.320000,0.951057,,
2.340000,0.904827,,
2.360000,0.844328,,
2.400000,0.684547,,
2.400000,0.684547,,
2.440000,0.481754,,
2.440000,0.481754,,
2.460000,0.368125,,
2.480000,0.248690,,
2.520000,-0.000000,,
2.520000,-0.000000,,
2.560000,-0.248690,,
2.560000,-0.248690,,
2.600000,-0.481754,,
2.620000,-0.587785,,
2.640000,-0.684547,,
2.640000,-0.684547,,
2.680000,-0.844328,,
2.700000,-0.904827,,
2.720000,-0.951057,,
2.720000,-0.951057,,
2.740000,-0.982287,,
2.760000,-0.998027,,
2.800000,-0.982287,,
2.820000,-0.951057,,
2.840000,-0.904827,,
2.840000,-0.904827,,
2.860000,-0.844328,,
2.880000,-0.770513,,
2.920000,-0.587785,,
2.920000,-0.587785,,
2.960000,-0.368125,,
2.980000,-0.248690,,
3.000000,-0.125333,,
3.020000,0.000000,,
3.040000,0.125333,,
3.060000,0.248690,,
3.060000,0.248690,,
3.100000,0.481754,,
3.120000,0.587785,,
3.140000,0.684547,,
3.160000,0.770513,,
3.160000,0.770513,,
3.180000,0.844328,,
3.200000,0.904827,,
3.220000,0.951057,,
3.260000,0.998027,,
3.260000,0.998027,,
3.300000,0.982287,,
3.300000,0.982287,,
3.340000,0.904827,,
3.360000,0.844328,,
3.380000,0.770513,,
3.380000,0.770513,,
3.420000,0.587785,,
3.440000,0.481754,,
3.460000,0.368125,,
3.480000,0.248690,,
3.480000,0.248690,,
3.520000,-0.000000,,
3.520000,-0.000000,,
3.560000,-0.248690,,
3.580000,-0.368125,,
3.580000,-0.368125,,
3.600000,-0.481754,,
3.640000,-0.684547,,
3.660000,-0.770513,,
3.680000,-0.844328,,
3.700000,-0.904827,,
3.700000,-0.904827,,
3.740000,-0.982287,,
3.740000,-0.982287,,
3.760000,-0.998027,,
3.800000,-0.982287,,
3.800000,-0.982287,,
3.840000,-0.904827,,
3.840000,-0.904827,,
3.860000,-0.844328,,
3.900000,-0.684547,,
3.920000,-0.587785,,
3.920000,-0.587785,,
3.960000,-0.368125,,
3.980000,-0.248690,,
3.980000,-0.248690,,
4.020000,0.000000,,
4.040000,0.125333,,
4.060000,0.248690,,
4.080000,0.368125,,
4.100000,0.481754,,
4.100000,0.481754,,
4.140000,0.684547,,
4.140000,0.684547,,
4.160000,0.770513,,
4.200000,0.904827,,
4.200000,0.904827,,
4.240000,0.982287,,
4.260000,0.998027,,
4.280000,0.998027,,
4.280000,0.998027,,
4.300000,0.982287,,
4.340000,0.904827,,
4.360000,0.844328,,
4.380000,0.770513,,
4.380000,0.770513,,
4.420000,0.587785,,
4.440000,0.481754,,
4.460000,0.368125,,
4.480000,0.248690,,
4.500000,0.125333,,
4.500000,0.125333,,
4.540000,-0.125333,,
4.560000,-0.248690,,
4.560000,-0.248690,,
4.600000,-0.481754,,
4.620000,-0.587785,,
4.640000,-0.684547,,
4.660000,-0.770513,,
4.660000,-0.770513,,
4.700000,-0.904827,,
4.720000,-0.951057,,
4.740000,-0.982287,,
4.760000,-0.998027,,
4.760000,-0.998027,,
4.800000,-0.982287,,
4.800000,-0.982287,,
4.840000,-0.904827,,
4.840000,-0.904827,,
4.860000,-0.844328,,
4.880000,-0.770513,,
4.920000,-0.587785,,
4.920000,-0.587785,,
4.940000,-0.481754,,
4.980000,-0.248690,,
5.000000,-0.125333,,
5.000000,-0.125333,,
5.020000,-0.000000,,
5.060000,0.248690,,
5.080000,0.368125,,
5.100000,0.481754,,
5.120000,0.587785,,
5.140000,0.684547,,
5.160000,0.770513,,
5.160000,0.770513,,
5.200000,0.904827,,
5.220000,0.951057,,
5.220000,0.951057,,
5.240000,0.982287,,
5.260000,0.998027,,
5.300000,0.982287,,
5.320000,0.951057,,
5.340000,0.904827,,
5.340000,0.904827,,
5.380000,0.770513,,
5.400000,0.684547,,
5.420000,0.587785,,
5.440000,0.481754,,
5.440000,0.481754,,
5.480000,0.248690,,
5.480000,0.248690,,
5.500000,0.125333,,
5.520000,0.000000,,
5.540000,-0.125333,,
5.580000,-0.368125,,
5.580000,-0.368125,,
5.620000,-0.587785,,
5.640000,-0.684547,,
5.660000,-0.770513,,
5.660000,-0.770513,,
5.680000,-0.844328,,
5.700000,-0.904827,,
5.740000,-0.982287,,
5.760000,-0.998027,,
5.760000,-0.998027,,
5.800000,-0.982287,,
5.800000,-0.982287,,
